Date,Year,Month,Quarter,Season,Salesperson,SaleType,Region,Product_Line,Performance_Level,Incident_Impact_Category,Incident_Type,Economic_Index,Marketing_Budget,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Profit_Margin,Incident_Impact,Incident_Description,Price,Salesperson_Skill,Product_Tier,Employee_ID,Office_Temperature,Random_Factor,SaleType_Numeric,Region_Numeric
2021-11-01,2021,11,4,Fall,Alice,Buyout,North,Standard,Low,Neutral,buyout_premium_tier,107.73,55481.86,128.64,559.07,1080593.56,5.83,46.24,2.39,0.43,0.1,Buyout Premium Tier (+16%),1932.85,1,2,5460,70.48,-0.3,1,2
2024-04-01,2024,4,2,Spring,Eve,Buyout,West,Standard,High,Neutral,none,116.6,80307.79,213.95,1000.0,1941740.0,7.75,61.53,3.83,0.4,0.0,,1941.74,5,2,7556,70.62,1.51,1,4
2018-07-01,2018,7,3,Summer,Eve,Buyout,North,Standard,High,Neutral,none,105.72,77303.55,237.79,1000.0,1259450.0,8.14,54.57,3.07,0.33,0.0,,1259.45,5,2,7420,69.55,0.31,1,2
2019-03-01,2019,3,1,Spring,Charlie,Subscription,South,Premium,Medium,Neutral,economic_downturn,111.09,57752.59,179.51,727.65,142284.12,9.1,44.86,4.0,0.36,-0.06,Economic Downturn (-20%),195.54,3,3,4758,69.36,0.99,0,3
2023-05-01,2023,5,2,Spring,Alice,Subscription,South,Premium,Medium,Neutral,none,115.1,74521.02,163.97,596.14,110607.66,7.87,47.46,4.74,0.3,0.0,,185.54,1,3,2267,68.63,0.31,0,3
2018-03-01,2018,3,1,Spring,Alice,Buyout,West,Standard,Low,Neutral,none,108.2,51806.91,148.02,536.04,971345.53,5.55,39.5,3.01,0.41,0.0,,1812.09,1,2,1822,68.0,-0.64,1,4
2021-06-01,2021,6,2,Summer,Bob,Buyout,South,Standard,Low,Negative,supply_shortage,107.14,79130.12,180.92,587.65,883398.15,5.94,45.97,3.45,0.24,-0.18,Supply Shortage (-18%),1503.28,2,2,2520,70.81,0.04,1,3
2019-04-01,2019,4,2,Spring,Alice,Buyout,South,Basic,Low,Neutral,none,111.28,60919.87,146.74,520.34,802572.28,7.56,45.03,3.17,0.32,0.0,,1542.41,1,1,6642,68.0,1.29,1,3
2017-02-01,2017,2,1,Winter,David,Subscription,East,Basic,Medium,Neutral,subscription_platform_upgrade,107.77,48700.05,178.34,861.84,112608.45,7.53,37.77,2.69,0.41,0.1,Subscription Platform Upgrade (+10%),130.66,4,1,2821,69.76,-0.92,0,1
2023-06-01,2023,6,2,Summer,Bob,Buyout,East,Basic,Medium,Neutral,none,110.42,68839.57,196.71,715.55,1088955.21,5.57,48.29,3.48,0.28,0.0,,1521.85,2,1,7150,69.14,-0.23,1,1
2019-08-01,2019,8,3,Summer,Charlie,Subscription,South,Standard,Medium,Neutral,none,98.79,67178.46,203.68,813.3,41576.09,7.67,38.89,3.75,0.36,0.0,,51.12,3,2,3770,68.0,0.13,0,3
2017-10-01,2017,10,4,Fall,Charlie,Subscription,West,Standard,Medium,Negative,competitor_launch,96.13,54017.3,161.9,604.96,42867.37,7.69,41.51,3.71,0.2,-0.13,Competitor Launch (-15%),70.86,3,2,5615,72.92,-1.3,0,4
2015-01-01,2015,1,1,Winter,Bob,Subscription,East,Standard,Medium,Neutral,none,104.89,46547.07,176.38,681.88,86565.14,5.14,36.86,2.9,0.36,0.0,,126.95,2,2,9604,72.25,0.77,0,1
2019-03-01,2019,3,1,Spring,Alice,Buyout,North,Premium,Low,Neutral,economic_downturn,109.77,51928.07,162.96,543.11,926406.76,5.81,47.13,3.22,0.38,-0.06,Economic Downturn (-20%),1705.75,1,3,9657,72.73,0.42,1,2
2019-07-01,2019,7,3,Summer,Charlie,Buyout,North,Premium,High,Neutral,viral_marketing,102.82,70260.45,195.71,911.63,1768333.88,8.06,45.95,3.3,0.45,0.07,Viral Marketing (+20%),1939.75,3,3,1043,72.13,-1.55,1,2
2024-07-01,2024,7,3,Summer,Alice,Buyout,North,Standard,Medium,Neutral,none,113.9,71077.04,173.34,626.32,956689.67,8.48,49.4,3.68,0.35,0.0,,1527.48,1,2,5016,73.87,-0.51,1,2
2022-12-01,2022,12,4,Winter,David,Buyout,West,Basic,Medium,Neutral,none,108.26,55941.34,170.8,805.38,1235979.37,7.3,36.76,3.32,0.27,0.0,,1534.65,4,1,4116,71.31,-1.42,1,4
2024-06-01,2024,6,2,Summer,Bob,Buyout,South,Premium,Medium,Neutral,none,112.05,81434.59,179.06,681.85,725030.64,5.78,52.75,4.21,0.34,0.0,,1063.33,2,3,5196,76.72,-0.11,1,3
2016-08-01,2016,8,3,Summer,David,Buyout,North,Premium,High,Positive,enterprise_sales_push,95.63,57677.38,198.64,1096.22,1171501.16,6.86,44.06,3.39,0.45,0.22,Enterprise Sales Push (+22%),1068.67,4,3,3614,68.0,-0.29,1,2
2020-02-01,2020,2,1,Winter,Charlie,Subscription,West,Basic,Medium,Neutral,none,115.07,60686.44,160.45,658.76,82851.92,7.48,43.25,3.32,0.26,0.0,,125.77,3,1,5828,68.0,-0.5,0,4
2018-01-01,2018,1,1,Winter,Bob,Buyout,East,Standard,Medium,Neutral,competitor_launch,110.99,49496.93,143.99,600.37,857885.51,7.79,45.54,3.29,0.32,-0.05,Competitor Launch (-15%),1428.93,2,2,5248,68.0,-0.55,1,1
2019-07-01,2019,7,3,Summer,Eve,Subscription,South,Basic,High,Neutral,viral_marketing,105.0,57848.73,200.87,1016.35,180615.63,7.04,51.06,3.53,0.31,0.07,Viral Marketing (+20%),177.71,5,1,7205,68.0,-0.89,0,3
2024-01-01,2024,1,1,Winter,Eve,Subscription,East,Basic,High,Neutral,partnership_deal,117.57,65528.7,190.58,1000.74,64928.11,6.82,55.93,3.79,0.23,0.05,Partnership Deal (+18%),64.88,5,1,7390,70.62,-0.14,0,1
2021-09-01,2021,9,3,Fall,Eve,Buyout,West,Basic,High,Neutral,buyout_premium_tier,102.84,63055.9,212.8,1088.8,1881344.79,7.74,49.25,4.42,0.3,0.09,Buyout Premium Tier (+16%),1727.9,5,1,3349,71.22,0.58,1,4
2020-04-01,2020,4,2,Spring,David,Buyout,North,Standard,Low,Negative,pandemic_impact,115.72,63631.86,179.59,568.74,1065675.35,8.44,40.59,3.55,0.16,-0.31,Pandemic Impact (-35%),1873.76,4,2,9685,74.87,0.48,1,2
2019-09-01,2019,9,3,Fall,Eve,Subscription,North,Standard,High,Neutral,none,101.54,50460.09,194.03,941.51,157741.23,8.37,44.6,3.63,0.24,0.0,,167.54,5,2,5547,71.11,-0.42,0,2
2021-11-01,2021,11,4,Fall,Eve,Subscription,West,Standard,High,Neutral,none,108.21,62681.1,205.07,1000.0,173560.0,6.94,53.87,3.56,0.3,0.0,,173.56,5,2,2441,76.62,-1.8,0,4
2020-06-01,2020,6,2,Summer,David,Subscription,North,Standard,Medium,Negative,pandemic_impact,107.29,77614.29,194.86,709.26,61322.54,8.17,38.64,3.91,0.16,-0.22,Pandemic Impact (-35%),86.46,4,2,8365,72.76,0.2,0,2
2018-01-01,2018,1,1,Winter,Bob,Subscription,South,Standard,Low,Neutral,competitor_launch,106.46,52162.32,158.14,574.69,36555.97,6.97,36.82,3.28,0.26,-0.05,Competitor Launch (-15%),63.61,2,2,5925,73.56,-0.06,0,3
2018-09-01,2018,9,3,Fall,Charlie,Subscription,West,Premium,Medium,Neutral,subscription_price_increase,102.83,53183.72,162.35,661.54,114460.35,7.62,43.24,3.48,0.34,-0.04,Subscription Price Increase (-12%),173.02,3,3,4084,74.65,-0.48,0,4
2022-01-01,2022,1,1,Winter,David,Subscription,East,Standard,High,Positive,new_product_launch,114.08,45570.66,176.18,953.67,178012.52,7.18,47.9,3.03,0.45,0.15,New Product Launch (+15%),186.66,4,2,1965,70.84,0.73,0,1
2017-12-01,2017,12,4,Winter,Alice,Subscription,West,Standard,Low,Neutral,competitor_launch,105.9,49003.95,134.78,419.4,36605.44,7.13,31.5,3.88,0.2,-0.08,Competitor Launch (-15%),87.28,1,2,7605,77.03,1.1,0,4
2018-12-01,2018,12,4,Winter,David,Buyout,South,Basic,Medium,Negative,economic_downturn,105.01,48835.57,175.72,626.55,1197347.71,7.5,38.57,2.85,0.21,-0.2,Economic Downturn (-20%),1911.01,4,1,1671,73.19,1.51,1,3
2016-01-01,2016,1,1,Winter,Alice,Subscription,South,Basic,Low,Neutral,none,102.3,41927.09,154.77,543.31,63458.36,4.8,19.33,3.06,0.22,0.0,,116.8,1,1,1699,76.99,1.82,0,3
2017-04-01,2017,4,2,Spring,Alice,Buyout,West,Standard,Low,Neutral,none,106.16,65856.72,145.63,524.39,958177.26,6.47,30.49,3.67,0.32,0.0,,1827.24,1,2,7632,75.1,-0.15,1,4
2015-03-01,2015,3,1,Spring,Alice,Buyout,West,Premium,Low,Neutral,none,105.21,55281.17,146.92,522.38,655297.11,7.29,25.13,2.56,0.45,0.0,,1254.44,1,3,9309,73.69,2.12,1,4
2019-02-01,2019,2,1,Winter,Charlie,Buyout,North,Basic,Medium,Neutral,economic_downturn,109.08,55695.9,182.33,643.17,860302.54,7.65,44.74,3.12,0.21,-0.1,Economic Downturn (-20%),1337.59,3,1,3443,70.93,-0.43,1,2
2016-05-01,2016,5,2,Spring,Bob,Subscription,South,Standard,Low,Neutral,product_recall,101.79,61192.56,137.79,521.7,93832.47,6.6,34.84,3.29,0.22,-0.08,Product Recall (-25%),179.86,2,2,4243,71.76,0.07,0,3
2023-06-01,2023,6,2,Summer,David,Subscription,West,Basic,High,Neutral,none,114.4,79135.41,231.14,1000.0,167180.0,6.44,50.79,3.32,0.23,0.0,,167.18,4,1,5954,73.03,1.72,0,4
2019-09-01,2019,9,3,Fall,Charlie,Subscription,West,Basic,Medium,Neutral,none,99.91,61381.75,194.78,753.49,105525.72,7.44,49.53,3.03,0.24,0.0,,140.05,3,1,8092,68.58,-0.9,0,4
2023-03-01,2023,3,1,Spring,Alice,Subscription,South,Premium,Low,Neutral,none,117.28,65167.9,139.06,552.09,108893.83,7.63,50.67,3.36,0.29,0.0,,197.24,1,3,2751,68.0,0.55,0,3
2023-05-01,2023,5,2,Spring,Eve,Subscription,West,Basic,High,Neutral,none,115.09,79808.62,182.28,899.59,129010.37,8.53,52.71,3.68,0.21,0.0,,143.41,5,1,2308,70.81,1.19,0,4
2019-12-01,2019,12,4,Winter,Bob,Subscription,North,Premium,Medium,Neutral,none,104.82,44361.78,155.93,594.35,85289.21,7.79,41.54,3.43,0.39,0.0,,143.5,2,3,2731,71.01,-0.37,0,2
2023-12-01,2023,12,4,Winter,Alice,Buyout,South,Standard,Medium,Neutral,partnership_deal,114.9,65663.1,145.73,618.63,1054498.19,8.49,43.65,4.37,0.34,0.06,Partnership Deal (+18%),1704.57,1,2,4826,73.55,-0.2,1,3
2019-07-01,2019,7,3,Summer,Bob,Buyout,North,Standard,Medium,Neutral,viral_marketing,101.27,69574.04,190.08,741.43,1170425.86,8.8,30.52,3.17,0.39,0.07,Viral Marketing (+20%),1578.6,2,2,8918,76.05,1.38,1,2
2019-12-01,2019,12,4,Winter,Eve,Buyout,North,Premium,Medium,Negative,enterprise_budget_cuts,106.52,45863.51,192.6,830.12,1197662.55,8.7,50.06,3.34,0.38,-0.15,Enterprise Budget Cuts (-20%),1442.75,5,3,4091,71.96,-0.09,1,2
2021-02-01,2021,2,1,Winter,Bob,Subscription,North,Basic,Medium,Neutral,none,113.82,60167.45,169.98,683.17,108822.56,6.87,38.84,3.94,0.2,0.0,,159.29,2,1,5544,68.41,-0.34,0,2
2018-02-01,2018,2,1,Winter,Bob,Buyout,North,Premium,Medium,Neutral,competitor_launch,108.72,48475.39,150.23,599.18,1169920.64,8.26,36.85,2.93,0.34,-0.04,Competitor Launch (-15%),1952.52,2,3,5859,72.03,-1.1,1,2
2017-11-01,2017,11,4,Fall,Eve,Buyout,South,Premium,High,Neutral,competitor_launch,97.91,52441.55,215.95,900.1,1452273.01,8.95,44.06,4.14,0.43,-0.1,Competitor Launch (-15%),1613.46,5,3,2943,72.48,-0.58,1,3
2022-02-01,2022,2,1,Winter,Alice,Subscription,North,Standard,Medium,Positive,new_product_launch,116.57,70428.73,177.64,642.83,113285.18,7.14,37.14,3.35,0.45,0.11,New Product Launch (+15%),176.23,1,2,4959,71.33,-0.39,0,2
2017-01-01,2017,1,1,Winter,Alice,Subscription,North,Basic,Low,Neutral,none,106.99,50218.27,159.22,584.38,51729.22,7.27,36.72,2.77,0.28,0.0,,88.52,1,1,4083,69.26,-0.79,0,2
2018-03-01,2018,3,1,Spring,Alice,Subscription,West,Basic,Medium,Neutral,none,108.15,65413.06,180.33,616.6,39696.7,6.67,42.46,2.98,0.21,0.0,,64.38,1,1,2312,77.93,1.58,0,4
2024-06-01,2024,6,2,Summer,Alice,Subscription,South,Basic,Low,Neutral,none,114.91,81741.97,160.11,506.88,25678.48,7.6,37.74,4.0,0.15,0.0,,50.66,1,1,4792,74.37,-0.62,0,3
2021-10-01,2021,10,4,Fall,David,Buyout,South,Standard,High,Neutral,buyout_premium_tier,105.42,61901.5,208.79,1040.21,1595015.2,6.21,56.33,3.7,0.45,0.07,Buyout Premium Tier (+16%),1533.36,4,2,6441,73.89,1.77,1,3
2017-12-01,2017,12,4,Winter,Alice,Subscription,East,Standard,Low,Neutral,competitor_launch,100.44,50211.38,146.2,473.65,93021.06,7.18,42.97,3.36,0.25,-0.08,Competitor Launch (-15%),196.39,1,2,9878,68.0,1.9,0,1
2016-02-01,2016,2,1,Winter,Eve,Subscription,South,Premium,High,Neutral,none,104.12,47795.74,193.26,951.86,184679.51,9.21,39.76,2.78,0.45,0.0,,194.02,5,3,1514,68.33,1.11,0,3
2016-10-01,2016,10,4,Fall,David,Buyout,South,Premium,Medium,Neutral,enterprise_sales_push,99.45,47244.81,175.45,855.27,1341337.17,7.42,42.81,3.87,0.42,0.07,Enterprise Sales Push (+22%),1568.32,4,3,8876,68.0,-0.33,1,3
2018-09-01,2018,9,3,Fall,Bob,Subscription,East,Standard,Low,Neutral,subscription_price_increase,100.12,60692.05,140.39,529.41,95315.48,7.71,31.56,3.8,0.27,-0.04,Subscription Price Increase (-12%),180.04,2,2,3646,71.13,-0.54,0,1
2022-12-01,2022,12,4,Winter,Bob,Buyout,South,Standard,Medium,Neutral,none,109.37,59106.77,181.65,708.04,1111226.34,7.57,52.76,3.7,0.35,0.0,,1569.43,2,2,4190,75.52,0.63,1,3
2024-09-01,2024,9,3,Fall,Charlie,Subscription,South,Standard,Medium,Neutral,none,106.78,65579.31,155.1,645.28,71936.13,8.99,53.46,4.07,0.32,0.0,,111.48,3,2,3184,71.41,0.04,0,3
2023-10-01,2023,10,4,Fall,Charlie,Buyout,South,Basic,Medium,Positive,partnership_deal,106.64,51393.67,156.62,723.71,1090406.73,6.82,51.56,4.38,0.33,0.12,Partnership Deal (+18%),1506.69,3,1,3101,71.02,0.2,1,3
2020-01-01,2020,1,1,Winter,Eve,Buyout,South,Standard,Medium,Neutral,enterprise_budget_cuts,109.11,52284.31,185.04,892.39,1622766.42,7.88,48.65,3.36,0.32,-0.1,Enterprise Budget Cuts (-20%),1818.44,5,2,3260,68.0,1.28,1,3
2023-01-01,2023,1,1,Winter,Charlie,Buyout,East,Premium,Medium,Neutral,none,112.81,49416.79,140.23,640.47,1135168.67,7.77,50.78,3.47,0.45,0.0,,1772.4,3,3,3253,72.9,-1.25,1,1
2024-01-01,2024,1,1,Winter,Alice,Buyout,South,Premium,Low,Neutral,partnership_deal,112.52,56887.95,139.0,573.15,591884.07,7.55,49.14,3.46,0.43,0.05,Partnership Deal (+18%),1032.68,1,3,4503,70.53,-0.07,1,3
2017-11-01,2017,11,4,Fall,Alice,Buyout,South,Basic,Low,Neutral,competitor_launch,102.78,41524.32,146.89,423.57,728302.1,7.75,27.61,3.63,0.25,-0.1,Competitor Launch (-15%),1719.44,1,1,9724,75.3,-0.05,1,3
2020-04-01,2020,4,2,Spring,Eve,Subscription,East,Basic,Medium,Negative,pandemic_impact,113.77,64911.07,196.73,630.5,39412.39,7.2,46.87,3.05,0.09,-0.31,Pandemic Impact (-35%),62.51,5,1,4533,69.63,0.13,0,1
2021-12-01,2021,12,4,Winter,Bob,Buyout,West,Basic,Medium,Neutral,buyout_premium_tier,106.45,57392.89,161.95,679.17,870647.4,6.1,45.35,3.48,0.32,0.06,Buyout Premium Tier (+16%),1281.92,2,1,7311,71.45,0.91,1,4
2017-11-01,2017,11,4,Fall,Bob,Buyout,North,Premium,Low,Neutral,competitor_launch,100.77,50682.67,146.82,555.6,744389.8,7.64,29.24,3.57,0.45,-0.1,Competitor Launch (-15%),1339.8,2,3,9641,70.22,2.4,1,2
2022-02-01,2022,2,1,Winter,Eve,Buyout,West,Basic,High,Positive,new_product_launch,113.03,64148.83,202.01,1111.81,1659988.1,6.68,55.68,3.87,0.25,0.11,New Product Launch (+15%),1493.05,5,1,3326,70.93,-0.2,1,4
2021-08-01,2021,8,3,Summer,Eve,Subscription,East,Standard,Medium,Negative,supply_shortage,104.15,70991.88,201.91,869.57,48444.02,7.39,54.08,4.1,0.18,-0.11,Supply Shortage (-18%),55.71,5,2,4427,74.11,0.68,0,1
2023-11-01,2023,11,4,Fall,David,Buyout,North,Premium,Medium,Neutral,partnership_deal,108.81,62382.44,165.29,881.89,1571177.09,7.88,51.03,4.29,0.45,0.09,Partnership Deal (+18%),1781.6,4,3,3723,68.44,-0.95,1,2
2018-11-01,2018,11,4,Fall,Alice,Buyout,East,Basic,Low,Neutral,none,101.14,35084.46,135.05,395.34,472299.07,6.31,35.67,3.73,0.27,0.0,,1194.67,1,1,3378,71.43,0.11,1,1
2023-01-01,2023,1,1,Winter,Alice,Buyout,East,Standard,Low,Neutral,none,118.51,61091.91,140.24,521.54,776462.33,6.11,49.38,3.65,0.33,0.0,,1488.79,1,2,8702,71.86,1.42,1,1
2024-01-01,2024,1,1,Winter,David,Buyout,South,Standard,High,Neutral,partnership_deal,115.12,53381.32,196.17,961.88,1649861.52,7.54,53.92,3.91,0.42,0.05,Partnership Deal (+18%),1715.24,4,2,7731,73.85,0.28,1,3
2024-03-01,2024,3,1,Spring,David,Subscription,North,Premium,Medium,Neutral,none,116.88,73922.39,193.27,879.36,132713.12,7.36,56.33,4.33,0.32,0.0,,150.92,4,3,5749,70.84,1.81,0,2
2015-08-01,2015,8,3,Summer,Bob,Buyout,South,Standard,Medium,Neutral,none,94.14,43363.4,192.51,737.38,976882.05,7.94,39.29,3.18,0.43,0.0,,1324.8,2,2,8253,75.12,-0.61,1,3
2021-01-01,2021,1,1,Winter,David,Subscription,North,Basic,High,Neutral,subscription_feature_launch,113.59,55155.06,198.63,907.46,47814.22,6.72,45.1,3.01,0.32,0.04,Subscription Feature Launch (+14%),52.69,4,1,6179,68.0,0.22,0,2
2024-05-01,2024,5,2,Spring,Charlie,Buyout,East,Standard,Medium,Neutral,none,112.7,81938.26,193.6,799.95,868859.53,7.63,45.68,2.74,0.44,0.0,,1086.14,3,2,5661,73.38,-1.36,1,1
2021-11-01,2021,11,4,Fall,Eve,Buyout,East,Standard,High,Neutral,buyout_premium_tier,104.97,48745.91,197.69,1043.71,2050846.62,8.13,48.17,4.52,0.32,0.1,Buyout Premium Tier (+16%),1964.95,5,2,7692,71.94,1.09,1,1
2017-03-01,2017,3,1,Spring,Charlie,Buyout,West,Premium,Medium,Neutral,none,110.89,60987.31,147.44,692.73,1160222.8,6.65,40.49,3.69,0.45,0.0,,1674.86,3,3,8646,74.9,-1.11,1,4
2022-05-01,2022,5,2,Spring,Eve,Subscription,North,Standard,Medium,Negative,subscription_churn_crisis,113.49,77890.96,226.75,840.0,120582.0,7.49,53.52,3.15,0.23,-0.16,Subscription Churn Crisis (-16%),143.55,5,2,7213,68.9,0.12,0,2
2017-06-01,2017,6,2,Summer,David,Subscription,South,Standard,Medium,Neutral,none,103.38,66580.89,180.96,802.13,75785.42,9.07,33.85,3.71,0.39,0.0,,94.48,4,2,6799,77.07,1.98,0,3
2020-11-01,2020,11,4,Fall,David,Subscription,West,Standard,High,Positive,subscription_feature_launch,109.26,56682.61,186.69,908.61,97148.36,7.07,54.52,4.06,0.35,0.1,Subscription Feature Launch (+14%),106.92,4,2,1545,76.09,0.59,0,4
2023-02-01,2023,2,1,Winter,David,Buyout,West,Standard,Medium,Neutral,none,116.82,62568.56,179.14,810.81,1096104.2,9.5,46.31,3.8,0.31,0.0,,1351.87,4,2,9276,70.61,-0.8,1,4
2018-01-01,2018,1,1,Winter,Bob,Buyout,West,Premium,Low,Neutral,competitor_launch,105.58,49216.07,150.05,576.78,599093.39,8.28,36.68,3.35,0.41,-0.05,Competitor Launch (-15%),1038.68,2,3,8452,73.28,-2.17,1,4
2024-01-01,2024,1,1,Winter,David,Subscription,South,Basic,Medium,Neutral,partnership_deal,115.44,62477.17,187.26,893.13,141846.99,7.44,59.55,3.45,0.19,0.05,Partnership Deal (+18%),158.82,4,1,4745,68.7,-1.09,0,3
2017-02-01,2017,2,1,Winter,Charlie,Subscription,West,Standard,Medium,Neutral,subscription_platform_upgrade,105.06,49949.11,171.11,765.04,148839.48,7.76,42.65,2.99,0.4,0.1,Subscription Platform Upgrade (+10%),194.55,3,2,2241,73.85,0.47,0,4
2021-09-01,2021,9,3,Fall,Bob,Subscription,South,Standard,Medium,Neutral,supply_shortage,106.51,59942.22,167.55,602.86,117129.41,7.99,46.14,4.04,0.21,-0.07,Supply Shortage (-18%),194.29,2,2,5136,69.49,0.85,0,3
2016-10-01,2016,10,4,Fall,Eve,Buyout,West,Standard,High,Neutral,enterprise_sales_push,98.32,40451.14,182.33,967.51,1531487.25,8.79,38.01,3.39,0.4,0.07,Enterprise Sales Push (+22%),1582.91,5,2,7085,72.93,-0.06,1,4
2018-02-01,2018,2,1,Winter,David,Subscription,South,Standard,Medium,Neutral,competitor_launch,111.08,51531.5,156.84,671.27,44089.21,7.85,42.21,3.02,0.29,-0.04,Competitor Launch (-15%),65.68,4,2,4813,69.0,-1.21,0,3
2017-04-01,2017,4,2,Spring,David,Buyout,East,Basic,High,Neutral,none,109.76,58991.48,222.17,968.08,1929536.34,6.42,43.44,3.46,0.27,0.0,,1993.16,4,1,2084,75.53,-0.31,1,1
2023-11-01,2023,11,4,Fall,Bob,Buyout,East,Basic,Medium,Neutral,partnership_deal,108.67,55390.41,167.79,675.54,846110.3,5.59,51.54,4.36,0.34,0.09,Partnership Deal (+18%),1252.5,2,1,3647,73.71,-0.26,1,1
2021-08-01,2021,8,3,Summer,Charlie,Subscription,East,Standard,Medium,Negative,supply_shortage,102.78,71816.34,194.02,711.38,88417.01,7.91,58.08,4.21,0.21,-0.11,Supply Shortage (-18%),124.29,3,2,7219,77.96,1.17,0,1
2019-12-01,2019,12,4,Winter,Eve,Buyout,East,Basic,Medium,Negative,enterprise_budget_cuts,105.9,43318.28,179.55,719.35,1175266.97,7.41,41.42,3.77,0.2,-0.15,Enterprise Budget Cuts (-20%),1633.78,5,1,6184,72.53,0.88,1,1
2018-10-01,2018,10,4,Fall,Bob,Subscription,East,Standard,Low,Neutral,none,98.42,49827.32,146.75,562.29,55925.16,6.7,39.17,3.65,0.3,0.0,,99.46,2,2,3661,68.0,0.3,0,1
2020-02-01,2020,2,1,Winter,Eve,Buyout,West,Premium,High,Neutral,enterprise_budget_cuts,112.16,63263.71,202.88,940.0,1454217.6,7.84,49.51,3.71,0.41,-0.06,Enterprise Budget Cuts (-20%),1547.04,5,3,9092,72.84,1.06,1,4
2015-09-01,2015,9,3,Fall,David,Buyout,West,Standard,Medium,Neutral,none,97.26,53998.49,187.54,884.56,1187226.85,7.48,42.41,2.82,0.34,0.0,,1342.16,4,2,8245,78.0,0.38,1,4
2019-07-01,2019,7,3,Summer,David,Buyout,West,Standard,High,Neutral,viral_marketing,103.16,73374.47,218.23,1030.74,1968279.24,6.59,57.51,3.58,0.31,0.07,Viral Marketing (+20%),1909.58,4,2,4784,71.29,1.08,1,4
2017-12-01,2017,12,4,Winter,Eve,Subscription,South,Standard,High,Neutral,competitor_launch,103.3,41706.1,214.53,924.74,50814.31,7.74,51.23,3.48,0.32,-0.08,Competitor Launch (-15%),54.95,5,2,4044,73.48,0.52,0,3
2015-10-01,2015,10,4,Fall,Charlie,Subscription,South,Basic,Medium,Neutral,none,95.48,48017.88,190.57,792.55,109649.77,5.42,40.03,3.48,0.18,0.0,,138.35,3,1,9099,73.9,0.38,0,3
2016-04-01,2016,4,2,Spring,Alice,Buyout,South,Standard,Low,Negative,product_recall,107.44,53172.26,126.04,355.1,579017.29,6.63,31.11,2.99,0.33,-0.17,Product Recall (-25%),1630.57,1,2,9426,68.22,-0.03,1,3
2021-09-01,2021,9,3,Fall,David,Subscription,South,Basic,Medium,Neutral,supply_shortage,102.66,61153.52,182.02,736.47,46272.13,6.16,44.62,4.27,0.13,-0.07,Supply Shortage (-18%),62.83,4,1,5922,72.78,1.93,0,3
2018-09-01,2018,9,3,Fall,Bob,Subscription,East,Basic,Medium,Neutral,subscription_price_increase,95.11,54112.64,168.33,623.57,110789.03,6.74,42.08,4.18,0.22,-0.04,Subscription Price Increase (-12%),177.67,2,1,1165,74.12,0.45,0,1
2024-08-01,2024,8,3,Summer,Charlie,Buyout,East,Standard,Medium,Neutral,none,110.11,72143.12,181.71,761.32,1521879.33,6.6,46.79,3.73,0.34,0.0,,1999.01,3,2,3186,74.18,-0.37,1,1
2019-01-01,2019,1,1,Winter,Bob,Buyout,East,Standard,Low,Negative,east_region_disruption,110.48,49625.81,159.04,410.85,538795.08,6.57,40.05,3.37,0.22,-0.33,East Region Disruption (-18%),1311.43,2,2,9788,70.8,-1.28,1,1
2021-05-01,2021,5,2,Spring,Charlie,Buyout,North,Standard,Medium,Positive,north_region_investment,112.39,70671.92,154.36,768.56,1289140.1,9.44,43.68,3.16,0.44,0.13,North Region Investment (+20%),1677.34,3,2,6138,69.21,1.29,1,2
2015-01-01,2015,1,1,Winter,Eve,Buyout,West,Basic,High,Neutral,none,101.22,36671.68,193.05,942.26,1806462.96,7.91,32.96,3.28,0.31,0.0,,1917.16,5,1,1674,69.77,-0.13,1,4
2022-01-01,2022,1,1,Winter,Charlie,Subscription,South,Standard,Medium,Positive,new_product_launch,110.73,61767.81,151.28,743.19,99601.75,8.19,50.1,3.84,0.31,0.15,New Product Launch (+15%),134.02,3,2,1005,71.26,0.24,0,3
2023-11-01,2023,11,4,Fall,Alice,Buyout,South,Premium,Low,Neutral,partnership_deal,110.49,58525.29,133.23,538.65,932049.67,8.84,50.72,3.56,0.45,0.09,Partnership Deal (+18%),1730.34,1,3,2621,72.34,1.52,1,3
2024-02-01,2024,2,1,Winter,Bob,Buyout,East,Standard,Low,Neutral,none,118.11,67629.8,158.88,561.77,643652.0,7.79,52.24,3.64,0.36,0.0,,1145.75,2,2,5217,68.0,0.53,1,1
2016-06-01,2016,6,2,Summer,David,Subscription,South,Standard,Medium,Neutral,none,101.25,63068.57,188.99,848.14,143853.44,6.48,39.55,2.5,0.34,0.0,,169.61,4,2,5822,75.15,0.52,0,3
2022-09-01,2022,9,3,Fall,David,Buyout,South,Premium,Medium,Negative,south_region_competition,109.14,66102.62,168.54,694.52,1194126.0,7.23,51.13,4.38,0.38,-0.11,South Region Competition (-15%),1719.35,4,3,4867,74.63,0.46,1,3
2024-03-01,2024,3,1,Spring,David,Subscription,West,Premium,Medium,Neutral,none,116.61,71785.3,181.52,824.21,160111.3,6.08,51.86,3.39,0.4,0.0,,194.26,4,3,8378,78.0,0.17,0,4
