Date,Salesperson,SaleType,Price,Discontinued
2017-02,Charlie,Subscription,52.47,True
2024-09,Charlie,Subscription,89.86,True
2015-12,David,Subscription,56.08,False
2016-08,Eve,Buyout,1687.54,N/A
2015-10,Alice,Subscription,105.92,True
2019-07,Alice,Buyout,1253.63,N/A
2020-03,Alice,Buyout,1178.56,N/A
2017-07,Bob,Subscription,90.28,False
2018-07,Charlie,Buyout,1811.91,N/A
2020-07,Charlie,Buyout,1513.29,N/A
2017-09,David,Subscription,169.68,False
2024-01,Charlie,Subscription,108.08,True
2023-09,Bob,Subscription,86.13,False
2018-01,Charlie,Buyout,1016.8,N/A
2017-07,Charlie,Subscription,100.83,True
2017-03,Charlie,Buyout,1339.47,N/A
2020-11,Eve,Buyout,1366.01,N/A
2021-09,Eve,Buyout,1190.41,N/A
2019-12,Bob,Buyout,1140.72,N/A
2020-04,Alice,Buyout,1949.42,N/A
2019-12,Alice,Buyout,1967.46,N/A
2020-03,Alice,Subscription,152.02,True
2017-06,Charlie,Buyout,1047.31,N/A
2022-06,David,Subscription,93.15,False
2017-04,Alice,Subscription,117.96,False
2021-04,Charlie,Buyout,1296.1,N/A
2024-01,Bob,Subscription,188.4,False
2015-05,Alice,Subscription,67.42,True
2018-02,Alice,Subscription,135.01,False
2024-10,Alice,Buyout,1900.68,N/A
2015-07,Charlie,Buyout,1238.98,N/A
2020-03,Alice,Buyout,1310.11,N/A
2022-12,Charlie,Subscription,85.64,False
2018-09,Eve,Buyout,1590.2,N/A
2019-09,Alice,Subscription,199.65,False
2020-12,David,Buyout,1241.5,N/A
2023-07,Alice,Subscription,160.58,False
2023-02,Alice,Buyout,1381.42,N/A
2021-08,Charlie,Subscription,71.63,False
2016-12,Alice,Subscription,69.15,True
2022-09,Bob,Subscription,188.98,False
2015-10,David,Buyout,1251.37,N/A
2021-01,David,Buyout,1834.11,N/A
2019-10,Charlie,Buyout,1090.17,N/A
2024-05,Charlie,Subscription,89.71,True
2018-11,Charlie,Buyout,1765.54,N/A
2022-02,Alice,Subscription,71.06,False
2022-09,Eve,Buyout,1474.5,N/A
2017-08,Bob,Subscription,180.76,True
2015-04,Eve,Subscription,119.44,True
2024-08,Charlie,Subscription,146.8,False
2017-05,Alice,Buyout,1671.18,N/A
2022-09,David,Subscription,184.81,False
2024-01,Eve,Buyout,1633.68,N/A
2022-06,Eve,Subscription,197.47,False
2022-01,Charlie,Subscription,55.88,False
2018-01,Bob,Buyout,1164.14,N/A
2018-03,Alice,Subscription,186.33,False
2018-10,Alice,Subscription,81.68,False
2020-06,Eve,Buyout,1837.52,N/A
2024-02,Alice,Buyout,1127.68,N/A
2020-11,Alice,Buyout,1737.34,N/A
2022-04,Eve,Subscription,64.59,True
2024-07,Bob,Buyout,1032.97,N/A
2024-03,Bob,Buyout,1500.19,N/A
2016-10,Bob,Buyout,1067.17,N/A
2018-11,Alice,Buyout,1104.8,N/A
2021-07,Eve,Subscription,199.03,False
2019-09,David,Subscription,184.85,False
2020-12,David,Subscription,86.77,True
2023-11,Eve,Subscription,56.23,True
2015-12,Eve,Buyout,1294.03,N/A
2017-08,Charlie,Buyout,1386.3,N/A
2019-07,Alice,Buyout,1628.27,N/A
2021-02,Bob,Buyout,1983.55,N/A
2015-02,David,Buyout,1601.58,N/A
2024-09,Bob,Subscription,103.89,True
2015-03,Alice,Buyout,1235.84,N/A
2024-04,Eve,Subscription,85.33,True
2021-04,Eve,Buyout,1105.47,N/A
2022-06,Bob,Buyout,1687.07,N/A
2021-05,David,Buyout,1935.25,N/A
2021-09,Charlie,Subscription,145.5,True
2018-01,Charlie,Subscription,143.11,True
2022-08,David,Subscription,137.18,False
2017-07,Alice,Buyout,1440.36,N/A
2018-07,Alice,Subscription,133.7,False
2022-06,Charlie,Subscription,86.69,False
2024-04,David,Buyout,1944.92,N/A
2020-05,Charlie,Buyout,1795.7,N/A
2018-06,Alice,Buyout,1904.07,N/A
2023-04,Charlie,Buyout,1748.58,N/A
2019-05,Bob,Buyout,1986.94,N/A
2017-08,Eve,Buyout,1095.88,N/A
2021-03,Charlie,Buyout,1131.17,N/A
2018-07,David,Buyout,1029.8,N/A
2024-10,Eve,Buyout,1458.02,N/A
2018-05,Eve,Subscription,83.72,False
2022-06,Eve,Buyout,1542.34,N/A
2019-01,Bob,Buyout,1276.25,N/A
2016-11,Bob,Subscription,110.36,True
2024-11,David,Buyout,1224.62,N/A
2018-09,Charlie,Subscription,188.42,True
2023-08,David,Buyout,1430.5,N/A
2022-10,Charlie,Subscription,105.99,True
2021-07,David,Buyout,1375.21,N/A
2017-06,Charlie,Subscription,61.02,True
2017-08,Charlie,Subscription,133.22,False
2022-01,Eve,Subscription,127.9,False
2018-07,David,Subscription,108.85,False
2018-07,Bob,Buyout,1566.39,N/A
2023-05,Charlie,Buyout,1070.18,N/A
2017-11,Charlie,Buyout,1125.97,N/A
2020-12,Charlie,Subscription,164.15,True
2020-06,Charlie,Subscription,76.95,False
2018-07,David,Buyout,1612.15,N/A
2019-09,David,Subscription,199.47,False
2016-06,David,Buyout,1795.38,N/A
2018-07,Eve,Buyout,1528.46,N/A
2023-02,Bob,Buyout,1832.41,N/A
2016-01,Eve,Subscription,113.42,False
2018-12,Alice,Buyout,1610.04,N/A
2022-12,Bob,Subscription,114.59,False
2019-05,Bob,Buyout,1829.82,N/A
2018-04,Bob,Subscription,56.96,False
2015-01,Charlie,Subscription,165.87,True
2019-06,Alice,Subscription,168.93,True
2016-12,David,Buyout,1748.93,N/A
2021-06,Charlie,Subscription,89.85,False
2022-11,David,Buyout,1012.3,N/A
2018-12,Eve,Subscription,113.14,True
2021-10,Alice,Buyout,1599.76,N/A
2019-02,Alice,Subscription,184.93,False
2022-10,Eve,Subscription,185.16,False
2019-05,Eve,Buyout,1991.87,N/A
2015-01,Bob,Subscription,148.7,True
2023-12,Eve,Buyout,1035.02,N/A
2020-01,Eve,Subscription,174.48,True
2018-11,Charlie,Subscription,122.32,False
2018-01,Alice,Subscription,129.83,False
2017-06,Bob,Buyout,1763.13,N/A
2015-07,David,Subscription,65.2,True
2019-11,Alice,Buyout,1634.08,N/A
2018-01,Alice,Subscription,174.25,False
2021-02,Alice,Subscription,133.95,True
2023-06,David,Subscription,70.87,False
2020-08,Alice,Buyout,1866.92,N/A
2021-07,Charlie,Buyout,1787.63,N/A
2017-03,Charlie,Subscription,175.13,False
2020-04,Bob,Buyout,1254.37,N/A
2016-07,David,Subscription,150.71,False
2017-04,Eve,Subscription,144.11,False
2017-05,Charlie,Subscription,98.24,True
2022-08,Bob,Buyout,1896.52,N/A
2021-07,Bob,Subscription,63.18,True
2022-09,Bob,Buyout,1618.18,N/A
2024-03,Eve,Buyout,1741.38,N/A
2023-05,Eve,Subscription,119.75,False
2021-10,Charlie,Buyout,1052.39,N/A
2024-03,Alice,Buyout,1377.2,N/A
2017-08,Alice,Buyout,1540.26,N/A
2018-01,David,Subscription,178.4,False
2021-07,Eve,Subscription,182.48,True
2016-05,Alice,Buyout,1408.23,N/A
2018-02,David,Buyout,1286.2,N/A
2018-02,Eve,Subscription,110.98,True
2021-12,David,Buyout,1380.78,N/A
2016-09,Charlie,Buyout,1594.1,N/A
2018-06,Eve,Subscription,170.29,True
2017-02,David,Buyout,1845.29,N/A
2022-09,Charlie,Buyout,1430.07,N/A
2023-09,Charlie,Subscription,59.6,True
2016-06,David,Buyout,1310.23,N/A
2020-12,Eve,Subscription,76.69,False
2019-12,Bob,Buyout,1829.08,N/A
2017-07,Charlie,Subscription,67.63,False
2022-04,David,Subscription,129.55,False
2018-08,Charlie,Subscription,159.04,False
2020-12,Bob,Subscription,78.09,False
2016-02,David,Buyout,1473.44,N/A
2015-02,David,Buyout,1638.59,N/A
2015-01,Bob,Buyout,1835.1,N/A
2022-02,Alice,Buyout,1066.37,N/A
2017-08,Alice,Buyout,1439.27,N/A
2020-10,Bob,Subscription,58.48,False
2016-02,Alice,Subscription,180.74,True
2021-11,Alice,Subscription,66.31,True
2018-11,Charlie,Subscription,53.16,False
2015-04,Bob,Buyout,1494.03,N/A
2019-03,David,Buyout,1058.12,N/A
2018-07,Bob,Buyout,1335.65,N/A
2017-07,Bob,Buyout,1323.75,N/A
2023-10,David,Subscription,188.87,False
2024-05,Bob,Buyout,1624.18,N/A
2023-11,Charlie,Buyout,1928.34,N/A
2018-06,Charlie,Subscription,156.23,True
2022-04,Charlie,Subscription,82.64,True
2021-03,Charlie,Subscription,114.64,False
2023-07,Alice,Buyout,1157.98,N/A
2020-03,Eve,Subscription,159.18,False
2022-07,Bob,Buyout,1045.34,N/A
2015-11,Eve,Subscription,85.61,False
2021-11,Alice,Subscription,72.55,False
2022-05,Eve,Buyout,1267.71,N/A
2017-11,Eve,Subscription,191.13,False
2022-03,Eve,Buyout,1357.43,N/A
2018-02,Bob,Buyout,1009.66,N/A
2018-03,Alice,Buyout,1969.98,N/A
2020-10,David,Buyout,1347.28,N/A
2018-10,Alice,Subscription,53.96,False
2019-07,Charlie,Buyout,1676.83,N/A
2022-11,Alice,Subscription,116.42,True
2018-08,David,Buyout,1919.57,N/A
2018-03,David,Subscription,88.4,False
2024-10,Bob,Subscription,136.83,True
2021-11,Eve,Subscription,176.61,False
2016-10,David,Buyout,1249.5,N/A
2017-10,Alice,Subscription,72.48,True
2016-04,Eve,Subscription,75.66,False
2024-02,Alice,Buyout,1311.08,N/A
2018-10,Alice,Subscription,104.1,True
2023-10,Charlie,Subscription,83.14,True
2017-01,David,Buyout,1275.61,N/A
2024-12,Charlie,Buyout,1391.81,N/A
2015-03,Alice,Subscription,67.34,False
2019-04,Bob,Buyout,1913.18,N/A
2022-12,Charlie,Buyout,1143.61,N/A
2020-08,Alice,Buyout,1377.64,N/A
2024-04,Bob,Buyout,1369.12,N/A
2021-11,Bob,Subscription,162.85,False
2016-07,Alice,Subscription,116.64,False
2018-08,Charlie,Subscription,94.01,False
2021-03,Bob,Subscription,77.48,False
2020-06,David,Subscription,113.67,True
2018-09,David,Buyout,1373.03,N/A
2023-07,Charlie,Subscription,187.63,True
2015-03,David,Buyout,1920.46,N/A
2023-02,Alice,Buyout,1217.93,N/A
2019-01,Bob,Subscription,85.6,False
2019-07,Charlie,Buyout,1398.83,N/A
2021-09,Alice,Buyout,1606.62,N/A
2019-04,Alice,Subscription,95.49,True
2015-11,David,Subscription,119.22,False
2015-01,Eve,Subscription,190.45,True
2023-09,Eve,Buyout,1066.84,N/A
2020-06,Charlie,Buyout,1814.28,N/A
2024-01,Bob,Subscription,195.7,True
2021-02,Charlie,Buyout,1413.43,N/A
2022-01,David,Subscription,92.97,True
2022-11,Alice,Subscription,74.29,True
2020-06,Alice,Subscription,100.53,False
2018-05,Eve,Buyout,1758.18,N/A
2021-06,Charlie,Buyout,1931.61,N/A
2016-03,Eve,Buyout,1548.71,N/A
2015-02,Alice,Subscription,96.13,False
2021-03,Bob,Buyout,1166.37,N/A
2017-09,Charlie,Subscription,126.51,False
2016-10,Bob,Subscription,158.23,False
2015-12,Charlie,Subscription,74.71,True
2024-11,Bob,Subscription,95.5,False
2023-10,Alice,Subscription,153.89,False
2024-05,Charlie,Buyout,1130.38,N/A
2016-12,Eve,Buyout,1052.68,N/A
2021-02,Eve,Buyout,1086.05,N/A
2023-10,Alice,Subscription,94.56,False
2023-02,Alice,Subscription,192.65,False
2015-10,Eve,Buyout,1434.97,N/A
2018-02,Alice,Subscription,82.78,False
2018-04,Bob,Buyout,1190.23,N/A
2016-09,Alice,Buyout,1461.31,N/A
2024-12,Bob,Buyout,1405.57,N/A
2024-08,Eve,Buyout,1698.89,N/A
2023-08,Charlie,Subscription,149.96,True
2017-01,Eve,Buyout,1271.45,N/A
2020-11,David,Buyout,1631.64,N/A
2019-12,Charlie,Buyout,1544.87,N/A
2021-03,David,Subscription,110.25,False
2015-08,Eve,Buyout,1924.97,N/A
2017-12,Charlie,Subscription,127.23,True
2019-05,Charlie,Buyout,1058.97,N/A
2016-06,Bob,Buyout,1645.64,N/A
2020-11,David,Subscription,138.31,False
2024-10,Alice,Subscription,107.73,True
2015-09,Bob,Subscription,159.62,False
2020-11,Eve,Subscription,63.21,False
2022-09,David,Buyout,1160.33,N/A
2022-11,Alice,Subscription,141.18,False
2018-05,Alice,Subscription,109.96,False
2017-07,Bob,Subscription,75.96,False
2015-03,Eve,Buyout,1506.45,N/A
2022-06,Bob,Buyout,1041.89,N/A
2020-11,David,Buyout,1962.3,N/A
2021-11,Eve,Buyout,1347.79,N/A
2023-12,Charlie,Subscription,182.06,True
2023-05,Bob,Buyout,1210.03,N/A
2017-07,Charlie,Subscription,136.44,True
2018-03,David,Buyout,1432.97,N/A
2016-04,David,Buyout,1460.38,N/A
2017-12,Alice,Buyout,1585.24,N/A
2024-08,Bob,Buyout,1143.56,N/A
2015-03,David,Buyout,1249.82,N/A
2018-02,Charlie,Subscription,131.89,False
2019-10,Charlie,Buyout,1178.38,N/A
2022-09,Eve,Buyout,1849.91,N/A
2023-08,David,Buyout,1507.23,N/A
2017-12,Alice,Subscription,127.79,True
2021-03,Alice,Buyout,1254.42,N/A
2016-03,Eve,Buyout,1813.98,N/A
2020-06,David,Subscription,128.89,False
2015-10,Bob,Buyout,1944.0,N/A
2016-11,Eve,Buyout,1920.65,N/A
2019-06,David,Buyout,1863.01,N/A
2020-08,Eve,Subscription,133.84,False
2018-06,Charlie,Subscription,164.52,False
2023-07,Eve,Subscription,168.65,False
2021-03,Charlie,Buyout,1052.31,N/A
2016-04,Eve,Subscription,114.88,False
2024-02,Charlie,Buyout,1423.54,N/A
2018-07,Eve,Subscription,164.23,True
2016-11,Bob,Subscription,52.72,False
2024-11,David,Buyout,1196.01,N/A
2024-07,Charlie,Buyout,1193.4,N/A
2023-02,Charlie,Subscription,98.46,False
2019-03,Bob,Buyout,1472.1,N/A
2022-10,David,Subscription,73.55,True
2022-10,Bob,Subscription,134.28,False
2018-03,Charlie,Buyout,1370.15,N/A
2020-12,Charlie,Buyout,1409.1,N/A
2015-05,David,Subscription,148.72,True
2024-11,Eve,Buyout,1919.56,N/A
2023-02,Charlie,Subscription,195.18,True
2015-03,Bob,Subscription,138.69,True
2020-10,Bob,Subscription,76.96,True
2015-08,Alice,Buyout,1048.52,N/A
2024-09,Eve,Subscription,56.84,True
2023-04,David,Buyout,1603.39,N/A
2020-02,Alice,Subscription,143.63,False
2018-12,Alice,Buyout,1507.95,N/A
2021-01,David,Buyout,1370.67,N/A
2024-11,Charlie,Buyout,1082.24,N/A
2022-10,Alice,Buyout,1564.38,N/A
2021-12,Charlie,Buyout,1832.04,N/A
2020-03,Charlie,Buyout,1195.23,N/A
2018-03,Charlie,Subscription,195.0,True
2016-07,Bob,Buyout,1025.04,N/A
2024-08,Charlie,Subscription,85.8,True
2021-11,Bob,Buyout,1715.19,N/A
2024-04,Bob,Subscription,156.18,True
2018-10,Alice,Subscription,189.92,True
2019-09,Eve,Subscription,166.7,False
2018-11,Alice,Buyout,1560.68,N/A
2023-03,Charlie,Buyout,1806.81,N/A
2022-12,Charlie,Buyout,1041.86,N/A
2015-11,Charlie,Subscription,119.0,True
2023-11,Bob,Buyout,1693.19,N/A
2016-03,Bob,Buyout,1547.41,N/A
2017-11,Alice,Subscription,89.3,True
2019-03,David,Subscription,138.05,False
2024-09,Charlie,Buyout,1515.34,N/A
2022-10,Eve,Subscription,152.87,False
2024-11,Alice,Buyout,1459.36,N/A
2017-04,David,Buyout,1838.5,N/A
2015-02,Alice,Subscription,100.81,True
2024-05,Bob,Buyout,1632.87,N/A
2019-01,Alice,Buyout,1657.08,N/A
2021-02,Bob,Buyout,1270.59,N/A
2022-12,Charlie,Buyout,1859.54,N/A
2023-01,Alice,Buyout,1027.52,N/A
2022-06,David,Buyout,1910.77,N/A
2024-08,Charlie,Buyout,1682.16,N/A
2015-07,Eve,Buyout,1709.32,N/A
2022-06,David,Subscription,51.77,False
2019-08,Alice,Subscription,58.68,True
2015-05,David,Subscription,57.89,False
2019-05,Charlie,Buyout,1260.99,N/A
2019-04,Alice,Buyout,1257.43,N/A
2023-02,David,Subscription,51.63,False
2021-05,Eve,Buyout,1701.42,N/A
2020-12,Alice,Buyout,1006.0,N/A
2020-12,Eve,Subscription,116.79,True
2016-07,Bob,Subscription,57.56,True
2017-07,Bob,Buyout,1300.86,N/A
2018-11,David,Buyout,1402.41,N/A
2023-11,David,Subscription,51.34,True
2023-05,Eve,Buyout,1313.85,N/A
2020-02,David,Subscription,189.87,False
2018-05,Charlie,Buyout,1511.78,N/A
2023-04,Bob,Buyout,1224.37,N/A
2021-04,Charlie,Subscription,51.18,False
2017-12,Eve,Buyout,1173.53,N/A
2016-03,Bob,Subscription,86.1,False
2022-12,Alice,Subscription,59.86,True
2018-09,David,Buyout,1245.15,N/A
2016-02,Bob,Subscription,158.36,True
2021-10,Alice,Buyout,1165.23,N/A
2020-05,Alice,Subscription,190.05,False
2024-11,Bob,Buyout,1789.56,N/A
2017-01,Alice,Subscription,102.11,True
2022-01,Charlie,Buyout,1239.78,N/A
2022-09,Bob,Buyout,1894.32,N/A
2020-11,Alice,Buyout,1354.87,N/A
2023-05,Alice,Buyout,1125.64,N/A
2016-03,Charlie,Subscription,149.36,False
2023-08,Eve,Buyout,1781.85,N/A
2022-06,David,Subscription,55.94,True
2016-12,Eve,Subscription,84.21,False
2017-03,Charlie,Subscription,93.89,True
2023-04,David,Subscription,67.82,True
2023-10,Eve,Subscription,148.41,False
2024-01,Eve,Buyout,1795.3,N/A
2020-07,Bob,Buyout,1174.61,N/A
2015-02,David,Subscription,174.95,True
2019-03,Eve,Subscription,148.85,False
2017-09,Alice,Buyout,1645.72,N/A
2022-11,Charlie,Subscription,54.31,False
2020-09,Alice,Buyout,1979.54,N/A
2022-08,Eve,Buyout,1784.51,N/A
2017-01,David,Subscription,53.78,True
2018-09,Eve,Subscription,88.06,True
2020-08,Charlie,Buyout,1547.6,N/A
2024-12,Alice,Buyout,1301.1,N/A
2023-07,Charlie,Subscription,176.69,False
2019-02,Bob,Subscription,194.09,False
2024-02,Eve,Subscription,165.67,False
2018-06,Charlie,Buyout,1883.53,N/A
2021-10,Charlie,Buyout,1700.19,N/A
2020-10,Bob,Buyout,1206.45,N/A
2022-08,Eve,Subscription,82.73,False
2019-02,Charlie,Buyout,1129.41,N/A
2020-04,Eve,Buyout,1605.84,N/A
2018-08,Alice,Buyout,1939.09,N/A
2018-11,Alice,Subscription,61.29,True
2022-10,Bob,Subscription,53.99,False
2023-03,Eve,Subscription,106.72,True
2022-02,Alice,Buyout,1819.85,N/A
2018-09,David,Subscription,193.39,True
2022-06,David,Buyout,1258.85,N/A
2016-06,Bob,Subscription,177.06,True
2016-03,Charlie,Buyout,1306.91,N/A
2023-03,Eve,Buyout,1708.77,N/A
2019-01,Alice,Buyout,1837.79,N/A
2020-04,Charlie,Subscription,56.61,False
2016-01,Charlie,Subscription,100.95,True
2016-06,Eve,Buyout,1779.21,N/A
2020-02,Bob,Buyout,1119.69,N/A
2017-04,Eve,Subscription,147.45,False
2015-07,David,Buyout,1223.29,N/A
2016-01,Eve,Subscription,54.68,True
2022-12,David,Buyout,1853.32,N/A
2024-07,Eve,Subscription,167.54,True
2019-07,Charlie,Buyout,1711.5,N/A
2017-01,Bob,Buyout,1654.55,N/A
2022-08,Eve,Buyout,1151.41,N/A
2023-06,Bob,Subscription,97.94,False
2015-09,Charlie,Subscription,187.56,True
2023-02,David,Subscription,188.41,True
2022-12,Charlie,Buyout,1701.77,N/A
2023-02,Alice,Buyout,1731.45,N/A
2024-02,Alice,Buyout,1388.16,N/A
2020-04,David,Buyout,1635.17,N/A
2020-02,Charlie,Buyout,1120.24,N/A
2017-10,David,Buyout,1087.24,N/A
2021-12,Bob,Buyout,1439.87,N/A
2022-10,Alice,Subscription,130.5,False
2022-12,Eve,Subscription,187.32,False
2021-08,Alice,Subscription,173.85,False
2022-11,Eve,Buyout,1371.54,N/A
2022-06,Eve,Subscription,141.87,True
2023-05,David,Buyout,1832.24,N/A
2021-06,Charlie,Buyout,1816.49,N/A
2016-08,Eve,Subscription,89.26,False
2024-04,Bob,Subscription,56.59,True
2018-11,Charlie,Buyout,1141.37,N/A
2019-12,Eve,Buyout,1800.74,N/A
2016-08,Alice,Buyout,1975.51,N/A
2019-12,Charlie,Subscription,140.44,True
2019-02,Eve,Buyout,1069.58,N/A
2024-02,Eve,Buyout,1396.74,N/A
2019-10,Bob,Subscription,160.23,True
2021-11,Bob,Buyout,1643.64,N/A
2019-12,Charlie,Subscription,184.84,False
2020-10,Alice,Subscription,111.45,True
2017-06,Eve,Subscription,62.63,True
2016-03,Bob,Buyout,1104.9,N/A
2018-09,Alice,Subscription,100.86,False
2020-03,Bob,Subscription,62.68,True
2023-12,Eve,Subscription,66.18,False
2023-04,Eve,Buyout,1988.46,N/A
2022-04,Alice,Buyout,1865.66,N/A
2024-07,David,Buyout,1244.5,N/A
2016-05,David,Subscription,141.14,False
2019-11,Alice,Buyout,1878.45,N/A
2015-12,David,Buyout,1046.79,N/A
2021-11,Bob,Buyout,1129.63,N/A
2020-09,Eve,Buyout,1529.22,N/A
2024-09,David,Subscription,80.68,True
2023-02,Charlie,Buyout,1678.11,N/A
2017-06,David,Subscription,107.9,True
2022-01,David,Subscription,182.04,False
2022-05,David,Buyout,1611.34,N/A
2016-05,David,Subscription,179.52,False
2024-03,Eve,Subscription,139.38,False
2017-06,Alice,Subscription,104.18,True
2023-02,Alice,Buyout,1793.87,N/A
2020-07,David,Buyout,1093.76,N/A
2019-09,David,Subscription,191.67,False
2019-08,Eve,Buyout,1861.42,N/A
2022-07,Bob,Subscription,165.13,True
2017-08,Bob,Subscription,126.05,False
2018-06,David,Subscription,75.96,False
2015-03,Bob,Subscription,71.95,False
2021-07,Bob,Subscription,186.26,False
2021-06,Alice,Buyout,1226.98,N/A
2024-02,Bob,Buyout,1422.11,N/A
2024-12,Alice,Buyout,1946.61,N/A
2018-03,David,Buyout,1552.44,N/A
2018-08,Eve,Buyout,1450.36,N/A
2021-12,David,Subscription,81.49,True
2019-10,Bob,Buyout,1001.02,N/A
2016-05,Alice,Buyout,1783.54,N/A
2016-12,Bob,Buyout,1355.61,N/A
2019-04,Bob,Buyout,1404.29,N/A
2019-06,Charlie,Subscription,157.85,False
2019-06,Charlie,Subscription,86.17,True
2016-08,Charlie,Buyout,1816.51,N/A
2016-06,Eve,Subscription,75.76,False
2016-05,Alice,Subscription,144.09,False
2023-01,Charlie,Buyout,1692.13,N/A
2019-07,Alice,Subscription,83.05,True
2022-07,Bob,Subscription,82.59,True
2016-09,Eve,Buyout,1183.89,N/A
2017-01,David,Buyout,1647.9,N/A
2024-06,Alice,Subscription,172.42,True
2018-03,Charlie,Buyout,1861.43,N/A
2018-07,David,Buyout,1415.83,N/A
2019-07,Eve,Subscription,172.77,False
2024-02,Bob,Buyout,1686.59,N/A
2015-01,Alice,Subscription,118.96,True
2019-03,Charlie,Buyout,1414.73,N/A
2022-12,David,Subscription,149.92,True
2021-03,David,Buyout,1492.59,N/A
2021-11,David,Subscription,165.88,True
2020-08,Eve,Subscription,73.15,True
2017-06,Alice,Buyout,1941.74,N/A
2015-02,David,Buyout,1545.5,N/A
2021-01,Bob,Buyout,1680.54,N/A
2023-08,Bob,Buyout,1505.85,N/A
2015-01,Bob,Buyout,1094.26,N/A
2015-11,Eve,Subscription,151.87,True
2018-02,Charlie,Buyout,1838.57,N/A
2022-02,David,Subscription,199.55,True
2024-06,Bob,Subscription,95.34,True
2018-10,Bob,Subscription,178.54,True
2020-01,Charlie,Buyout,1797.97,N/A
2016-01,Eve,Buyout,1535.72,N/A
2016-09,Bob,Subscription,57.44,True
2019-05,David,Subscription,158.21,True
2021-10,Alice,Buyout,1135.13,N/A
2020-09,David,Subscription,194.81,False
2022-04,David,Buyout,1559.27,N/A
2018-01,Charlie,Subscription,52.11,False
2019-04,Alice,Subscription,141.58,True
2020-10,Bob,Buyout,1493.98,N/A
2015-07,Eve,Buyout,1346.96,N/A
2022-11,Eve,Buyout,1349.95,N/A
2021-12,Charlie,Buyout,1415.84,N/A
2018-11,Eve,Subscription,95.3,False
2015-04,Bob,Buyout,1445.89,N/A
2019-12,David,Buyout,1738.53,N/A
2016-09,David,Subscription,55.76,False
2020-08,Bob,Buyout,1571.98,N/A
2020-01,Bob,Subscription,160.13,False
2016-07,Alice,Buyout,1243.23,N/A
2018-10,David,Subscription,125.47,True
2020-09,Charlie,Subscription,71.87,False
2018-12,David,Subscription,178.94,False
2020-01,David,Buyout,1777.83,N/A
2021-02,Charlie,Subscription,185.71,True
2017-06,Charlie,Subscription,115.61,False
2024-10,David,Buyout,1726.33,N/A
2021-04,Alice,Buyout,1691.19,N/A
2023-06,Bob,Buyout,1778.8,N/A
2018-07,Alice,Buyout,1237.75,N/A
2018-02,Charlie,Subscription,97.61,True
2020-12,Eve,Buyout,1717.52,N/A
2018-07,Alice,Buyout,1752.51,N/A
2017-11,Alice,Buyout,1478.02,N/A
2019-04,Eve,Buyout,1687.06,N/A
2023-09,David,Buyout,1084.15,N/A
2020-12,David,Subscription,121.87,False
2024-03,Bob,Subscription,172.32,False
2018-10,Eve,Buyout,1134.71,N/A
2016-03,David,Buyout,1995.98,N/A
2019-04,David,Buyout,1220.46,N/A
2015-08,Bob,Buyout,1732.68,N/A
2024-04,Eve,Buyout,1854.44,N/A
2021-09,Eve,Buyout,1821.61,N/A
2023-04,Bob,Subscription,123.24,False
2015-11,Bob,Subscription,52.51,False
2020-05,Eve,Buyout,1666.07,N/A
2021-03,Charlie,Subscription,73.82,True
2022-09,Bob,Subscription,76.48,True
2018-05,Charlie,Buyout,1522.9,N/A
2017-04,Charlie,Subscription,110.09,True
2022-03,David,Buyout,1876.12,N/A
2019-07,Bob,Subscription,84.52,True
2015-02,Alice,Buyout,1799.18,N/A
2017-12,Eve,Subscription,82.27,False
2021-10,Charlie,Buyout,1298.72,N/A
2015-03,Eve,Buyout,1025.06,N/A
2018-01,David,Subscription,178.35,True
2017-09,David,Subscription,190.17,False
2021-05,Bob,Buyout,1657.56,N/A
2024-09,Charlie,Buyout,1012.31,N/A
2024-02,David,Subscription,122.12,True
2020-06,Bob,Buyout,1399.04,N/A
2017-03,Bob,Subscription,70.21,True
2017-01,Eve,Subscription,184.2,True
2018-12,Bob,Buyout,1515.08,N/A
2020-09,Charlie,Subscription,64.32,False
2017-07,Alice,Buyout,1667.47,N/A
2022-03,Charlie,Buyout,1449.4,N/A
2023-01,Bob,Buyout,1353.76,N/A
2015-05,Charlie,Buyout,1838.09,N/A
2019-11,Eve,Buyout,1856.16,N/A
2016-11,Eve,Subscription,71.99,False
2024-09,Bob,Buyout,1107.19,N/A
2016-11,Charlie,Subscription,61.1,False
2022-05,David,Buyout,1268.7,N/A
2019-08,Eve,Subscription,89.97,True
2015-01,Eve,Buyout,1137.74,N/A
2019-09,Eve,Subscription,153.7,False
2022-05,Eve,Buyout,1739.6,N/A
2019-09,David,Subscription,137.52,True
2022-05,Eve,Buyout,1303.85,N/A
2020-04,Bob,Subscription,158.37,True
2019-02,Alice,Buyout,1502.28,N/A
2024-02,Bob,Subscription,88.39,False
2019-02,Bob,Buyout,1976.74,N/A
2019-11,Eve,Subscription,81.75,True
2018-04,David,Buyout,1717.2,N/A
2021-05,Charlie,Buyout,1867.99,N/A
2023-08,Bob,Subscription,163.64,True
2023-08,Alice,Buyout,1502.26,N/A
2017-09,Charlie,Subscription,65.82,True
2020-06,Alice,Subscription,115.96,True
2021-07,Eve,Buyout,1124.32,N/A
2020-04,David,Subscription,139.48,True
2020-04,Charlie,Buyout,1301.96,N/A
2017-07,Eve,Buyout,1998.4,N/A
2015-05,Bob,Buyout,1592.4,N/A
