Date,Salesperson,Region,Product_Category,Marketing_Spend,Lead_Generation,Sales_Volume,Revenue,Customer_Satisfaction,Training_Hours,Market_Competition,Price,Customer_Acquisition_Cost,Profit_Margin,Seasonal_Factor,Economic_Index,Digital_Marketing,Social_Media_Engagement,Website_Traffic,Conversion_Rate,Customer_Retention,Product_Quality_Score,Brand_Awareness,Competitor_Price,Market_Share
2015-04-20,Frank,North,Support,46989.83,224.0,171.0,34483.67,7.67,46.3,4.65,201.74,1465.96,0.447,1.1,104.12,12531.82,1746.0,11513.0,0.143,0.814,7.95,6.11,202.71,0.179
2015-04-20,Jack,South,Consulting,26142.1,100.0,100.0,130216.44,6.9,29.4,5.42,1302.16,1674.42,0.367,0.8,102.81,7143.75,1176.0,3790.0,0.157,0.714,8.31,6.37,1268.08,0.177
2015-04-20,Henry,North,Hardware,32910.96,119.0,132.0,111163.75,7.95,51.5,5.22,839.87,1702.03,0.12,1.2,99.36,7871.98,1293.0,4204.0,0.162,0.82,8.12,6.98,835.44,0.155
2015-04-20,Eve,Central,Software,43160.24,170.0,130.0,62497.36,7.97,35.4,5.53,479.78,1689.46,0.254,1.0,103.92,12535.38,2716.0,7447.0,0.15,0.94,8.06,6.28,497.52,0.161
2015-04-21,Henry,South,Software,41477.07,135.0,100.0,46082.03,8.32,67.6,4.98,460.82,1903.56,0.194,1.0,99.71,10815.96,1119.0,5888.0,0.161,0.853,8.1,5.78,469.81,0.165
2015-04-21,Jack,East,Hardware,65619.43,297.0,235.0,200832.01,7.98,40.7,5.16,855.85,1860.01,0.142,1.2,101.34,14553.37,1528.0,5993.0,0.119,0.871,7.7,6.41,887.2,0.138
2015-04-21,Charlie,Central,Software,41776.06,157.0,128.0,66390.38,7.48,35.8,5.27,517.94,1688.5,0.258,1.0,96.86,12412.58,1890.0,8626.0,0.157,0.833,8.26,6.62,540.51,0.144
2015-04-21,Henry,Central,Software,53110.74,218.0,137.0,71078.0,7.11,50.1,5.6,519.41,1674.37,0.17,1.0,101.06,10987.58,2194.0,5816.0,0.145,0.86,8.16,6.55,521.68,0.148
2015-04-21,Alice,Central,Software,52587.57,252.0,163.0,76968.1,8.9,47.4,6.98,472.76,1381.28,0.181,1.0,102.17,14438.56,2775.0,5256.0,0.151,0.928,8.26,7.16,456.65,0.157
2015-04-21,Ivy,South,Software,48212.43,225.0,146.0,74250.53,7.48,43.2,6.09,509.9,1663.73,0.201,1.0,98.24,11627.01,1931.0,6409.0,0.129,0.812,8.0,6.47,543.02,0.154
2015-04-21,Jack,South,Support,38615.3,184.0,133.0,28764.66,7.38,32.7,5.24,216.23,1665.39,0.447,1.1,102.18,9875.87,878.0,3782.0,0.126,0.893,7.99,5.82,179.47,0.166
2015-04-21,Jack,West,Services,44567.19,155.0,109.0,39920.16,7.79,45.1,5.54,367.65,2000.0,0.313,0.9,97.38,11907.87,2416.0,5962.0,0.127,0.868,8.44,6.31,326.42,0.174
2015-04-21,Frank,South,Support,50476.01,224.0,155.0,30922.51,7.86,54.6,5.3,199.03,2000.0,0.452,1.1,100.9,14643.19,2051.0,7336.0,0.112,0.925,8.38,6.6,184.67,0.161
2015-04-21,Ivy,North,Software,26017.18,122.0,100.0,44151.85,8.37,45.2,5.44,441.52,1843.75,0.219,1.0,99.03,6231.16,991.0,3767.0,0.115,0.845,7.98,6.66,428.3,0.154
2015-04-21,Frank,South,Software,42725.73,163.0,116.0,60047.06,6.93,39.3,5.7,515.81,1963.75,0.225,1.0,96.87,10990.99,2015.0,5278.0,0.133,0.859,8.07,6.02,544.58,0.145
2015-04-21,Alice,Central,Consulting,36811.87,161.0,100.0,118078.56,8.65,30.4,5.82,1180.79,1560.46,0.374,0.8,98.44,8768.85,1822.0,3068.0,0.146,0.817,8.49,6.7,1166.55,0.159
2015-04-21,Jack,West,Software,44138.42,221.0,147.0,67572.74,8.19,45.1,5.13,458.23,1353.17,0.234,1.0,102.75,13058.68,2672.0,7828.0,0.148,0.882,7.92,7.11,477.92,0.169
2015-04-22,Grace,West,Services,37811.54,180.0,124.0,43705.37,7.99,44.2,5.53,351.81,1397.59,0.344,0.9,98.23,9760.31,1173.0,3494.0,0.15,0.83,8.15,6.38,343.91,0.162
2015-04-22,Frank,South,Support,44375.3,137.0,100.0,20556.0,7.11,53.5,6.26,205.56,2000.0,0.421,1.1,100.81,9805.91,1822.0,3310.0,0.14,0.858,7.72,6.58,213.18,0.16
2015-04-22,Grace,North,Support,39349.72,205.0,150.0,29873.32,8.62,50.5,4.15,199.76,1283.33,0.486,1.1,102.45,10598.95,100.0,3077.0,0.15,0.812,7.98,6.53,206.96,0.161
2015-04-22,Alice,Central,Support,45592.71,174.0,163.0,34069.98,8.9,43.5,6.09,208.51,1626.8,0.44,1.1,97.9,10879.06,1014.0,5126.0,0.161,0.863,8.41,6.6,182.77,0.16
2015-04-22,Henry,South,Hardware,53736.21,178.0,144.0,117169.31,7.21,52.0,4.82,816.47,2000.0,0.146,1.2,99.11,11422.32,2240.0,8626.0,0.138,0.93,8.34,6.54,795.49,0.157
2015-04-22,Frank,West,Software,39323.75,157.0,103.0,53148.28,7.21,40.3,5.63,516.72,2000.0,0.224,1.0,101.31,9918.26,1555.0,5664.0,0.112,0.899,8.65,6.07,529.61,0.155
2015-04-22,Alice,Central,Support,33493.03,149.0,136.0,29372.68,8.31,20.9,6.78,215.25,1497.14,0.502,1.1,96.84,9711.27,547.0,2351.0,0.15,0.85,8.05,5.42,206.5,0.149
2015-04-22,Eve,South,Support,71617.22,286.0,220.0,49767.26,8.35,63.3,5.02,226.4,1699.12,0.474,1.1,100.9,20390.59,3553.0,5174.0,0.147,0.968,7.93,6.79,206.73,0.164
2015-04-22,Ivy,West,Hardware,57251.9,272.0,217.0,179584.65,7.94,41.9,5.55,828.63,1512.48,0.113,1.2,99.63,13136.21,1554.0,8482.0,0.139,0.883,8.1,5.9,896.17,0.166
2015-04-23,Jack,West,Consulting,35337.56,183.0,100.0,110707.01,6.96,21.3,4.92,1107.07,1526.23,0.387,0.8,100.93,10080.6,1723.0,3951.0,0.127,0.835,7.7,6.29,1048.91,0.168
2015-04-23,Bob,South,Consulting,35592.86,169.0,100.0,136966.34,7.69,52.1,6.28,1369.66,1796.85,0.369,0.8,102.32,10080.91,1164.0,7143.0,0.117,0.859,8.19,6.21,1404.7,0.154
2015-04-23,Eve,East,Consulting,29020.3,98.0,100.0,122093.04,8.08,43.3,6.05,1220.93,2000.0,0.331,0.8,97.68,8000.65,1806.0,5749.0,0.117,0.846,7.9,6.32,1262.23,0.168
2015-04-23,Henry,North,Support,49580.88,207.0,190.0,40764.35,8.11,38.3,6.67,214.88,1543.09,0.389,1.1,97.62,12283.85,1079.0,3882.0,0.155,0.852,8.4,7.32,235.2,0.164
2015-04-23,Henry,West,Support,46921.5,206.0,190.0,38445.18,7.58,42.9,4.41,202.52,1312.48,0.474,1.1,99.3,9634.87,1854.0,3607.0,0.173,0.974,8.49,6.48,180.06,0.163
2015-04-23,Jack,East,Support,51995.91,244.0,230.0,48335.13,8.41,43.2,5.48,209.75,1363.7,0.472,1.1,100.35,11963.65,1763.0,1555.0,0.156,0.942,7.68,6.15,181.9,0.171
2015-04-23,Diana,North,Hardware,38877.69,167.0,164.0,120501.61,7.06,50.8,4.16,736.12,1614.97,0.123,1.2,100.42,9255.18,1914.0,3968.0,0.144,0.793,7.84,6.92,754.45,0.178
2015-04-23,Ivy,Central,Services,47170.21,210.0,137.0,50557.26,8.15,32.9,5.53,368.56,1456.52,0.363,0.9,99.14,14107.43,2985.0,6901.0,0.154,0.855,8.13,6.49,383.43,0.177
2015-04-24,Ivy,North,Support,43062.84,171.0,124.0,24812.46,7.98,52.4,4.69,200.77,1693.86,0.47,1.1,103.24,11800.61,583.0,5543.0,0.149,0.812,7.98,6.78,214.16,0.163
2015-04-24,Charlie,East,Consulting,41185.38,172.0,100.0,131918.64,8.57,50.5,5.28,1319.19,1334.03,0.387,0.8,100.14,11846.49,2010.0,6100.0,0.18,0.825,8.68,6.31,1367.63,0.168
2015-04-24,Jack,West,Hardware,46187.59,187.0,168.0,134382.65,8.56,45.8,5.83,798.59,1508.42,0.114,1.2,94.86,9368.88,1938.0,5066.0,0.163,0.906,8.31,6.83,778.54,0.17
2015-04-24,Bob,East,Hardware,47545.38,215.0,204.0,183897.6,8.27,39.4,6.07,899.79,1539.22,0.156,1.2,100.14,13493.04,1570.0,9043.0,0.144,0.829,7.87,6.31,843.9,0.175
2015-04-24,Henry,East,Support,46971.6,205.0,149.0,30760.99,7.16,56.1,5.45,205.81,1953.1,0.462,1.1,99.3,12647.73,100.0,1559.0,0.117,0.893,7.82,5.49,213.65,0.173
2015-04-24,Bob,South,Software,49193.34,237.0,191.0,93855.69,8.22,51.6,5.01,490.6,1259.45,0.21,1.0,100.34,10067.07,1221.0,7590.0,0.165,0.836,7.88,6.51,466.01,0.161
2015-04-24,Ivy,South,Support,38320.63,162.0,147.0,30609.47,7.74,43.0,5.49,208.69,1612.34,0.551,1.1,101.61,10732.4,1023.0,4694.0,0.147,0.893,7.7,6.52,236.22,0.181
2015-04-24,Frank,East,Services,49582.72,211.0,133.0,47455.14,6.93,40.2,5.83,357.7,1708.43,0.257,0.9,99.96,13548.95,3303.0,5337.0,0.138,0.81,7.63,6.38,384.77,0.173
2015-04-24,Henry,West,Hardware,45397.09,171.0,165.0,150885.82,7.84,49.6,5.71,914.41,1924.88,0.075,1.2,98.59,13124.46,1658.0,6144.0,0.138,0.914,7.9,6.26,923.47,0.177
2015-04-24,Ivy,South,Services,40712.58,160.0,113.0,40347.3,8.23,46.3,5.37,356.89,1672.82,0.317,0.9,97.24,8674.5,1782.0,6378.0,0.152,0.834,8.66,6.64,357.32,0.182
2015-04-24,Diana,East,Services,44266.76,194.0,115.0,38464.0,7.9,49.5,4.84,335.19,1869.98,0.362,0.9,97.44,12541.97,2021.0,5328.0,0.122,0.844,8.25,5.93,354.46,0.161
2015-04-24,Charlie,East,Consulting,40239.91,193.0,100.0,120509.77,8.02,48.1,6.21,1205.1,1463.99,0.363,0.8,100.7,8677.48,1024.0,3364.0,0.142,0.847,8.36,7.12,1240.96,0.156
2015-04-25,Charlie,North,Services,53779.09,163.0,104.0,35708.53,8.37,45.0,6.18,342.43,2000.0,0.329,0.9,99.89,11534.78,1340.0,7717.0,0.138,0.95,7.89,6.85,320.82,0.173
2015-04-25,Frank,East,Software,53148.73,155.0,136.0,66226.28,8.16,58.4,5.77,487.2,2000.0,0.182,1.0,99.64,13323.22,2393.0,4387.0,0.168,0.847,9.1,6.1,520.93,0.165
2015-04-25,Frank,Central,Support,45005.04,115.0,100.0,21052.82,7.76,51.1,5.85,210.53,2000.0,0.517,1.1,96.72,11922.9,1416.0,6099.0,0.135,0.863,8.14,6.94,214.39,0.169
2015-04-25,Jack,West,Hardware,40978.52,185.0,174.0,145819.22,7.63,53.8,4.8,839.89,1383.1,0.161,1.2,102.42,8864.98,1597.0,5919.0,0.161,0.872,7.39,6.09,832.6,0.164
2015-04-25,Grace,North,Consulting,59322.25,297.0,145.0,184894.43,8.53,42.7,6.07,1271.27,1471.88,0.38,0.8,100.58,16020.32,2613.0,6422.0,0.136,0.858,8.16,6.25,1214.05,0.169
2015-04-25,Bob,West,Support,41883.11,174.0,133.0,27164.85,8.24,50.7,4.92,204.08,1577.63,0.51,1.1,97.9,8485.75,2356.0,3676.0,0.153,0.787,7.96,6.83,185.26,0.158
2015-04-25,Ivy,North,Software,40238.63,167.0,134.0,62951.08,7.98,44.4,5.57,470.22,1648.59,0.209,1.0,99.46,10726.21,2241.0,6852.0,0.147,0.856,8.01,6.17,505.32,0.165
2015-04-25,Alice,Central,Consulting,42947.3,155.0,100.0,121658.81,8.08,33.9,4.93,1216.59,1947.36,0.332,0.8,98.71,10949.77,2650.0,5786.0,0.142,0.83,8.07,6.23,1256.43,0.162
2015-04-26,Ivy,West,Software,47196.5,242.0,173.0,80777.08,8.29,45.3,5.3,466.28,1462.06,0.276,1.0,99.43,10859.34,573.0,6440.0,0.133,0.891,8.43,6.91,448.01,0.157
2015-04-26,Charlie,South,Services,47539.79,178.0,101.0,35925.75,7.55,49.9,5.24,355.22,2000.0,0.351,0.9,101.81,13220.43,2315.0,5762.0,0.114,0.803,8.34,7.07,363.77,0.163
2015-04-26,Bob,South,Software,42865.74,198.0,125.0,57356.35,8.19,50.7,5.56,457.61,1538.6,0.267,1.0,100.8,8909.07,1188.0,4096.0,0.141,0.922,7.82,6.5,447.49,0.161
2015-04-26,Bob,North,Services,56102.96,304.0,213.0,80714.5,8.3,35.4,5.24,379.55,1206.42,0.335,0.9,99.62,11221.31,1058.0,6231.0,0.153,0.935,8.57,6.48,413.57,0.171
2015-04-26,Ivy,South,Support,52190.92,229.0,194.0,38601.17,8.38,39.6,5.63,199.0,1519.44,0.401,1.1,102.54,11198.49,803.0,3708.0,0.15,0.847,7.88,6.56,203.73,0.138
2015-04-26,Alice,North,Software,44173.84,263.0,234.0,109547.83,8.57,41.7,4.66,467.92,970.77,0.269,1.0,101.94,12363.61,2840.0,4083.0,0.173,0.827,8.52,7.37,462.15,0.164
2015-04-26,Grace,North,Support,52436.74,338.0,310.0,65669.18,7.57,45.1,5.13,211.81,1147.66,0.433,1.1,100.3,11028.84,833.0,5941.0,0.135,0.902,7.95,6.24,179.86,0.168
2015-04-26,Charlie,North,Software,32035.57,140.0,122.0,58555.37,8.5,32.8,4.94,478.29,1511.53,0.237,1.0,99.98,8696.73,1707.0,4665.0,0.151,0.857,8.91,6.46,453.36,0.172
2015-04-26,Eve,East,Support,49013.69,220.0,222.0,47753.22,8.04,43.4,5.87,214.99,1414.49,0.479,1.1,99.18,11625.88,1594.0,9182.0,0.157,0.765,7.95,6.33,249.68,0.16
2015-04-26,Charlie,West,Services,41944.09,201.0,123.0,46316.21,8.49,45.9,6.34,376.17,1485.67,0.303,0.9,100.56,12236.34,1775.0,8882.0,0.14,0.737,7.89,5.99,390.31,0.163
2015-04-27,Ivy,Central,Software,29928.23,125.0,100.0,46393.54,8.02,49.3,5.51,463.94,1812.46,0.219,1.0,102.11,7933.42,997.0,5359.0,0.132,0.932,7.97,7.27,389.11,0.145
2015-04-27,Bob,South,Hardware,49920.79,182.0,126.0,103927.29,7.96,53.0,5.91,823.91,2000.0,0.122,1.2,98.76,13369.95,1663.0,7594.0,0.119,0.807,7.52,6.64,750.49,0.164
2015-04-27,Alice,South,Consulting,53179.19,233.0,137.0,184136.35,8.7,55.3,5.81,1345.48,1710.71,0.315,0.8,99.96,15548.01,2086.0,7674.0,0.133,0.843,8.13,6.5,1315.68,0.171
2015-04-27,Eve,West,Services,44627.19,249.0,150.0,58638.13,8.0,44.3,5.88,390.91,1317.97,0.289,0.9,100.53,12559.43,959.0,6492.0,0.136,0.83,8.04,6.73,408.76,0.17
2015-04-27,Ivy,South,Consulting,50425.69,209.0,105.0,133650.02,7.81,44.7,5.39,1274.23,1827.75,0.388,0.8,98.04,13131.74,2741.0,4338.0,0.132,0.836,7.71,5.98,1229.87,0.152
2015-04-27,Alice,South,Consulting,49535.27,244.0,181.0,207753.31,7.94,40.1,4.11,1145.34,1284.52,0.411,0.8,103.09,13831.32,2113.0,7301.0,0.158,0.827,7.8,7.0,1156.03,0.174
2015-04-27,Grace,North,Services,39132.22,209.0,138.0,52440.28,8.6,53.1,5.15,380.51,1158.21,0.383,0.9,98.07,10650.6,1304.0,4990.0,0.162,0.898,8.81,6.05,401.58,0.163
2015-04-27,Grace,Central,Hardware,63746.45,245.0,217.0,184922.56,7.55,37.3,6.2,854.09,1688.86,0.054,1.2,98.49,13060.58,2773.0,3365.0,0.154,0.826,7.48,6.67,878.43,0.171
2015-04-27,Jack,North,Services,40608.62,199.0,132.0,47214.91,7.24,45.6,5.03,357.97,1520.97,0.351,0.9,101.96,11625.36,2175.0,7861.0,0.134,0.907,7.97,6.43,362.72,0.179
2015-04-27,Frank,North,Hardware,52555.47,228.0,156.0,122598.18,7.17,32.6,5.28,788.15,2000.0,0.133,1.2,101.66,13125.59,2270.0,8713.0,0.115,0.88,8.16,6.72,794.13,0.161
2015-04-27,Eve,Central,Consulting,41976.15,144.0,100.0,127048.66,7.7,53.2,5.86,1270.49,2000.0,0.359,0.8,99.47,10244.38,2788.0,3305.0,0.121,0.812,7.98,6.82,1263.04,0.18
2015-04-27,Charlie,South,Software,47242.48,210.0,176.0,82932.91,8.9,55.0,5.55,472.02,1577.95,0.247,1.0,101.36,13143.37,2219.0,10571.0,0.142,0.903,8.43,6.27,527.1,0.168
2015-04-28,Eve,West,Hardware,56819.35,281.0,225.0,181540.08,7.81,52.6,5.09,805.53,1344.5,0.161,1.2,97.45,16019.87,3268.0,11197.0,0.15,0.844,8.02,6.34,835.74,0.159
2015-04-28,Henry,West,Consulting,50205.99,182.0,109.0,144290.66,7.43,48.6,5.59,1319.56,1853.79,0.345,0.8,96.42,10068.62,1872.0,6160.0,0.149,0.758,8.54,5.82,1379.78,0.173
2015-04-28,Grace,South,Software,29520.62,117.0,100.0,47077.81,8.1,45.0,5.74,470.78,1937.55,0.24,1.0,99.75,5986.35,720.0,3053.0,0.13,0.867,8.2,5.78,489.49,0.173
2015-04-28,Henry,North,Software,46727.58,208.0,173.0,76394.53,8.58,57.5,5.54,441.42,1482.87,0.162,1.0,102.17,13917.96,816.0,5990.0,0.152,0.874,7.66,6.43,442.96,0.151
2015-04-28,Diana,South,Hardware,47727.88,160.0,117.0,99588.73,7.2,38.8,5.24,853.22,2000.0,0.086,1.2,99.77,13706.56,1646.0,4205.0,0.119,0.858,7.57,6.92,878.55,0.145
2015-04-28,Alice,West,Hardware,46462.19,291.0,290.0,259381.14,8.72,37.5,4.81,894.03,968.26,0.144,1.2,99.78,11507.28,1515.0,6861.0,0.165,0.852,7.92,6.15,900.58,0.198
2015-04-28,Alice,East,Services,43686.63,226.0,160.0,63168.54,8.33,41.7,5.72,395.36,1342.04,0.373,0.9,101.57,8797.12,1813.0,5806.0,0.144,0.98,8.25,6.24,413.82,0.163
2015-04-28,Diana,North,Hardware,58071.53,242.0,251.0,202543.62,7.54,53.1,5.79,806.67,1502.15,0.14,1.2,97.61,12937.38,1512.0,3684.0,0.16,0.913,8.11,6.29,771.25,0.161
2015-04-28,Grace,South,Support,59427.32,235.0,195.0,44841.99,7.98,29.8,6.14,230.11,1878.14,0.506,1.1,101.72,15126.38,1364.0,5981.0,0.135,0.869,8.0,5.66,256.45,0.173
2015-04-28,Henry,South,Hardware,50671.47,201.0,147.0,123129.56,7.9,39.1,4.9,837.93,1914.81,0.137,1.2,102.93,12303.05,807.0,6184.0,0.132,0.873,7.98,6.71,782.5,0.174
2015-04-28,Charlie,East,Services,28009.64,164.0,100.0,37978.73,8.04,32.7,5.78,379.79,1267.65,0.338,0.9,98.61,6462.82,2290.0,3457.0,0.135,0.928,8.07,6.64,402.67,0.153
2015-04-28,Bob,West,Consulting,52843.43,241.0,181.0,242243.13,8.39,43.0,5.26,1339.87,1336.36,0.353,0.8,98.83,10997.31,2483.0,7683.0,0.164,0.921,9.05,6.82,1313.82,0.163
2015-04-29,Eve,South,Consulting,40606.66,226.0,122.0,151794.28,8.71,49.2,5.72,1243.58,1207.79,0.403,0.8,100.57,9915.05,1658.0,4592.0,0.149,0.875,8.44,5.83,1271.16,0.159
2015-04-29,Eve,East,Support,43572.35,221.0,164.0,34570.77,8.11,36.7,5.87,211.2,1276.53,0.514,1.1,101.37,12699.68,1684.0,4873.0,0.155,0.866,7.83,6.48,224.91,0.154
2015-04-29,Diana,West,Software,54345.56,228.0,154.0,73889.84,8.04,51.9,5.94,478.68,1783.07,0.222,1.0,98.69,15271.82,2014.0,6679.0,0.134,0.821,8.53,5.84,459.97,0.157
2015-04-29,Charlie,North,Support,40989.43,221.0,181.0,39307.66,8.05,45.9,5.57,217.25,1186.67,0.549,1.1,99.22,8953.48,850.0,3626.0,0.156,0.797,8.69,7.16,240.21,0.16
2015-04-29,Eve,North,Services,34377.54,189.0,111.0,42625.48,7.76,41.5,5.97,382.9,1296.62,0.334,0.9,102.92,7117.68,798.0,3189.0,0.14,0.782,7.65,6.22,359.89,0.161
2015-04-29,Frank,North,Software,51963.95,248.0,166.0,87813.66,7.93,55.4,5.48,527.78,1583.42,0.189,1.0,99.21,12022.08,2401.0,4151.0,0.132,0.85,8.02,6.87,556.19,0.153
2015-04-29,Alice,Central,Support,55120.28,274.0,198.0,42926.85,8.36,39.9,5.25,216.37,1406.45,0.491,1.1,100.75,13815.02,2715.0,6815.0,0.143,0.888,8.2,7.01,223.23,0.161
2015-04-29,Diana,South,Hardware,45087.67,176.0,160.0,140157.19,7.59,35.8,5.26,875.52,1654.91,0.147,1.2,100.66,9737.32,2056.0,5121.0,0.155,0.826,8.26,6.57,822.48,0.168
2015-04-29,Grace,West,Hardware,47453.39,290.0,310.0,273572.09,8.71,47.1,5.41,881.25,1003.03,0.106,1.2,97.83,10151.16,2436.0,3509.0,0.163,0.937,8.24,6.61,884.27,0.179
2015-04-29,Charlie,South,Services,41769.23,196.0,120.0,44945.21,7.94,38.3,6.16,374.83,1489.5,0.296,0.9,98.43,10698.26,1591.0,5654.0,0.143,0.869,8.11,6.71,333.54,0.158
2015-04-29,Alice,North,Services,47758.92,238.0,129.0,45218.5,7.89,45.2,5.83,349.37,1553.24,0.282,0.9,101.73,9956.19,1619.0,5651.0,0.129,0.851,8.23,6.79,349.61,0.17
2015-04-29,Diana,North,Services,43771.88,206.0,149.0,51435.67,8.14,63.4,5.49,346.18,1409.48,0.366,0.9,97.46,11513.04,2646.0,5843.0,0.151,0.833,7.71,6.33,377.33,0.154
2015-04-29,Alice,Central,Consulting,42767.01,230.0,129.0,171946.89,9.14,35.0,5.41,1329.63,1338.23,0.374,0.8,101.67,12637.93,826.0,4876.0,0.139,0.91,8.53,6.52,1375.74,0.177
2015-04-29,Alice,North,Services,52836.26,247.0,209.0,75964.08,8.34,36.6,5.33,363.19,1337.97,0.356,0.9,99.44,12374.87,1672.0,6432.0,0.16,0.898,8.38,7.18,359.32,0.167
2015-04-30,Bob,West,Services,40323.79,192.0,168.0,63878.54,8.15,32.8,5.63,379.6,1166.24,0.363,0.9,98.69,8504.43,1170.0,3613.0,0.18,0.849,8.37,6.18,386.3,0.162
2015-04-30,Jack,South,Hardware,50939.96,226.0,193.0,169801.82,7.45,49.9,5.24,880.02,1916.1,0.159,1.2,101.11,11860.23,2140.0,3996.0,0.118,0.933,7.69,6.61,869.24,0.155
2015-04-30,Bob,North,Hardware,48194.47,177.0,127.0,105310.23,8.25,48.3,5.88,827.89,2000.0,0.151,1.2,99.22,9935.38,2584.0,8003.0,0.13,0.866,7.98,6.82,805.42,0.157
2015-04-30,Frank,South,Hardware,40288.49,128.0,152.0,119507.14,8.23,51.3,5.25,786.79,1786.6,0.161,1.2,99.71,11335.15,2399.0,4556.0,0.177,0.866,8.01,6.71,829.68,0.168
2015-04-30,Alice,West,Consulting,52193.6,301.0,140.0,184557.52,8.57,29.5,7.11,1321.92,1402.12,0.336,0.8,95.16,15646.08,2376.0,7478.0,0.124,0.872,8.61,6.8,1277.15,0.158
2015-04-30,Jack,West,Services,39513.01,185.0,136.0,47629.07,7.55,39.1,5.03,349.84,1493.14,0.351,0.9,102.86,11149.61,1876.0,6549.0,0.143,0.82,7.75,6.47,343.86,0.146
2015-05-01,Henry,East,Software,63682.12,350.0,321.0,149375.25,8.39,46.6,5.69,464.78,1029.11,0.212,1.0,101.47,14482.25,2318.0,10855.0,0.177,0.839,8.25,6.49,475.7,0.16
2015-05-01,Charlie,Central,Hardware,46665.47,194.0,132.0,110139.63,7.81,36.4,5.71,833.52,1997.81,0.076,1.2,99.56,12215.44,1468.0,4801.0,0.121,0.891,8.06,6.19,832.56,0.158
2015-05-01,Grace,North,Software,60923.42,281.0,270.0,132922.9,8.6,47.8,6.0,491.75,1393.52,0.228,1.0,99.46,16619.3,2505.0,11858.0,0.156,0.774,8.18,7.68,503.59,0.164
2015-05-01,Frank,East,Consulting,50475.44,253.0,156.0,186300.82,7.48,45.1,6.41,1192.53,1333.76,0.344,0.8,97.79,13447.58,1691.0,7290.0,0.15,0.863,8.19,6.74,1209.93,0.16
2015-05-01,Jack,East,Services,49756.71,226.0,154.0,55141.81,7.95,56.2,5.27,359.18,1513.04,0.304,0.9,100.34,11435.85,2051.0,5635.0,0.145,0.88,7.76,6.6,386.73,0.154
2015-05-01,Jack,East,Consulting,55181.95,214.0,109.0,141487.4,7.37,42.1,5.8,1292.15,2000.0,0.382,0.8,99.95,11885.64,2566.0,6611.0,0.128,0.825,8.45,6.86,1272.05,0.147
2015-05-01,Grace,East,Support,47059.87,219.0,235.0,50224.31,8.35,45.5,5.46,214.13,1296.42,0.467,1.1,101.61,11807.39,1960.0,4863.0,0.166,0.848,7.87,6.12,218.38,0.143
2015-05-01,Jack,North,Hardware,57562.51,272.0,210.0,183276.45,7.69,48.5,6.65,871.35,1649.09,0.13,1.2,100.67,13801.58,1587.0,13923.0,0.128,0.884,8.21,6.53,882.93,0.169
2015-05-01,Frank,North,Hardware,34872.66,141.0,100.0,78448.4,7.79,55.7,5.54,784.48,1944.23,0.09,1.2,101.94,10027.45,2840.0,3914.0,0.127,0.847,8.13,6.39,798.66,0.169
2015-05-01,Bob,West,Hardware,38821.59,157.0,135.0,102662.04,7.26,40.2,4.96,762.74,1714.04,0.107,1.2,97.68,11578.32,1543.0,7268.0,0.144,0.97,8.18,5.81,762.94,0.163
2015-05-01,Jack,South,Support,54686.55,272.0,180.0,34509.49,8.62,50.7,5.81,191.86,1348.31,0.469,1.1,100.59,12955.08,1815.0,4921.0,0.149,0.935,8.13,6.83,187.55,0.159
2015-05-01,Jack,South,Support,66592.51,319.0,297.0,62405.9,7.89,59.6,5.68,210.29,1207.55,0.435,1.1,103.07,18927.64,392.0,9706.0,0.173,0.832,7.67,7.22,215.3,0.169
2015-05-02,Frank,West,Support,39909.69,132.0,100.0,18802.63,7.53,35.8,5.54,188.03,2000.0,0.49,1.1,97.16,9563.24,1957.0,6335.0,0.128,0.796,7.34,5.91,220.8,0.16
2015-05-02,Eve,North,Consulting,20924.65,90.0,100.0,126939.02,8.15,28.0,5.92,1269.39,1601.29,0.362,0.8,98.23,5979.54,976.0,1873.0,0.146,0.873,8.35,5.95,1194.98,0.173
2015-05-02,Bob,North,Services,39601.38,189.0,100.0,36034.34,8.06,57.1,6.13,360.34,1817.47,0.343,0.9,103.44,11245.42,1729.0,7536.0,0.115,0.875,8.35,6.53,318.51,0.169
2015-05-03,Grace,Central,Services,43540.43,262.0,149.0,51387.54,8.59,54.2,4.82,345.97,1169.12,0.357,0.9,100.52,11515.33,679.0,6268.0,0.142,0.86,7.75,6.04,346.46,0.163
2015-05-03,Bob,North,Support,47139.49,237.0,171.0,36467.83,7.85,38.6,6.34,212.83,1594.68,0.437,1.1,99.19,10714.19,2131.0,4067.0,0.125,0.88,8.13,6.4,187.22,0.156
2015-05-03,Eve,West,Consulting,41542.43,220.0,100.0,126397.41,8.9,66.4,4.66,1263.97,1353.69,0.354,0.8,99.22,8698.67,806.0,4022.0,0.139,0.931,7.94,6.11,1306.84,0.171
2015-05-03,Henry,Central,Consulting,47183.87,142.0,100.0,127304.78,7.81,47.7,5.81,1273.05,2000.0,0.355,0.8,100.85,9827.93,2393.0,4833.0,0.153,0.79,7.99,6.1,1287.1,0.174
2015-05-03,Alice,West,Software,47416.3,252.0,237.0,108047.96,8.18,40.9,5.42,456.13,1243.47,0.213,1.0,98.61,14070.93,2704.0,10733.0,0.151,0.688,8.39,7.15,407.93,0.152
